siteId,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,svol,ppt,subppt,valcode,invalcode,modifiedOn
MT05,TP1623SW,1/19/2016 16:50,1/26/2016 16:04,201601,5.33,2.8,<,0.009, ,0.002, ,0.009, ,0.009, ,0.035, ,0.219, ,0.017, ,0.049,1896.8,32.512,32.512,w ,            ,3/17/2017
MT05,TP1898SW,1/26/2016 16:04,2/2/2016 16:04,201601,5.52,2.4, ,0.009, ,0.002, ,0.005, ,0.012, ,0.051, ,0.207, ,0.021, ,0.044,1688.4,29.21,29.21,w ,            ,3/17/2017
MT05,TP2217SW,2/2/2016 16:04,2/9/2016 14:04,201602,5.51,2.6, ,0.025, ,0.003, ,0.006, ,0.008, ,0.107, ,0.292, ,0.012, ,0.073,546.6,10.668,10.668,w ,            ,3/17/2017
MT05,TP2415SW,2/9/2016 14:04,2/16/2016 16:17,201602,5.44,2.6, ,0.021, ,0.003,<,0.004, ,0.014, ,0.091, ,0.217, ,0.021, ,0.077,2464.3,39.116,39.116,w ,            ,3/17/2017
MT05,TP2676SW,2/16/2016 16:17,2/23/2016 21:40,201602,5.69,2.6, ,0.045, ,0.006, ,0.007, ,0.032, ,0.128, ,0.272, ,0.036, ,0.111,1642.8,27.94,27.94,w ,            ,3/17/2017
MT05,TP2950SW,2/23/2016 21:40,3/1/2016 18:44,201602,5.74,4, ,0.128, ,0.016, ,0.012, ,0.047, ,0.217, ,0.406, ,0.085, ,0.115,162.9,4.064,4.064,w ,            ,
MT05,TP3271SW,3/1/2016 18:44,3/8/2016 15:22,201603,5.68,2.9, ,0.041, ,0.006, ,0.007, ,0.024, ,0.174, ,0.266, ,0.038, ,0.135,1378.4,23.114,23.114,w ,            ,3/17/2017
MT05,TP3603SW,3/8/2016 15:22,3/15/2016 19:53,201603,5.71,2.4, ,0.022, ,0.003, ,0.024, ,0.016, ,0.105, ,0.147, ,0.031, ,0.07,2979.3,49.276,49.276,w ,            ,3/17/2017
MT05,TP3807SW,3/15/2016 19:53,3/23/2016 0:42,201603,5.75,2.8, ,0.053, ,0.007, ,0.017, ,0.013, ,0.194, ,0.311, ,0.019, ,0.126,308,5.08,5.08,w ,            ,
MT05,TP4020SW,3/23/2016 0:42,3/29/2016 19:30,201603,5.64,2.4, ,0.027, ,0.004, ,0.009, ,0.007, ,0.125, ,0.235, ,0.017, ,0.094,1772.4,28.956,28.956,w ,            ,3/17/2017
MT05,TP4618SW,3/29/2016 19:30,4/6/2016 0:48,201604,5.82,4.3, ,0.104, ,0.016, ,0.034, ,0.032, ,0.293, ,0.521, ,0.033, ,0.308,305.8,5.842,5.842,w ,            ,
MT05,TP4675SW,4/6/2016 0:48,4/12/2016 17:09,201604,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1.1,0,0,d ,            ,
MT05,TP4796SW,4/12/2016 17:09,4/19/2016 18:00,201604,6.19,4.8, ,0.079, ,0.013, ,0.03, ,0.013, ,0.489, ,0.484, ,0.027, ,0.347,587.5,10.922,10.922,w ,            ,
MT05,TP4976SW,4/19/2016 18:00,4/26/2016 16:21,201604,6.07,6.5, ,0.341, ,0.047, ,0.05, ,0.058, ,0.437, ,0.832, ,0.096, ,0.584,1052.2,17.018,17.018,w ,            ,
MT05,TP5449SW,4/26/2016 16:21,5/3/2016 16:33,201604,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0.1,0,0,d ,            ,
MT05,TP5536SW,5/3/2016 16:33,5/10/2016 15:27,201605,5.67,3.9, ,0.126, ,0.023, ,0.035, ,0.085, ,0.142, ,0.372, ,0.032, ,0.359,667.9,10.668,10.668,w ,            ,3/17/2017
MT05,TP5800SW,5/10/2016 15:27,5/17/2016 16:40,201605,5.4,3.5, ,0.04, ,0.008, ,0.045, ,0.007, ,0.12, ,0.315, ,0.026, ,0.149,832.6,12.7,12.7,w ,            ,3/17/2017
MT05,TP6199SW,5/17/2016 16:40,5/25/2016 0:40,201605,5.49,2.1, ,0.016, ,0.003, ,0.011, ,0.004, ,0.037, ,0.108, ,0.01, ,0.058,9033.3,135.128,135.128,w ,            ,3/17/2017
MT05,TP6414SW,5/25/2016 0:40,5/31/2016 15:31,201605,5.45,5.8, ,0.118, ,0.027, ,0.13, ,0.019, ,0.272, ,0.649, ,0.05, ,0.4,596.5,8.89,8.89,w ,            ,
MT05,TP6675SW,5/31/2016 15:31,6/7/2016 16:42,201606,5.88,5.6, ,0.368, ,0.054, ,0.113, ,0.024, ,0.207, ,0.847, ,0.095, ,0.424,201.6,3.556,3.556,w ,            ,
MT05,TP6878SW,6/7/2016 16:42,6/14/2016 16:31,201606,5.48,5.2, ,0.135, ,0.024, ,0.05, ,0.036, ,0.291, ,0.73, ,0.066, ,0.325,657.8,9.144,9.144,w ,            ,
MT05,TP7212SW,6/14/2016 16:31,6/21/2016 20:41,201606,5.86,3.5, ,0.055, ,0.01, ,0.054, ,0.016, ,0.281, ,0.379, ,0.03, ,0.158,1967.6,30.48,30.48,w ,            ,
MT05,TP7546SW,6/21/2016 20:41,6/29/2016 3:00,201606,5.61,2, ,0.023, ,0.004, ,0.009, ,0.005, ,0.1, ,0.136, ,0.012, ,0.044,1114.1,22.098,22.098,w ,            ,3/17/2017
MT05,TP7863SW,6/29/2016 3:00,7/5/2016 17:59,201607,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0.3,0,0,d ,            ,
MT05,TP7980SW,7/5/2016 17:59,7/12/2016 13:58,201607,5.61,3, ,0.039, ,0.007, ,0.017, ,0.006, ,0.189, ,0.286, ,0.02, ,0.15,1800.9,27.686,27.686,w ,            ,3/17/2017
MT05,TP8233SW,7/12/2016 13:58,7/19/2016 15:40,201607,5.37,4.3, ,0.071, ,0.013, ,0.026, ,0.008, ,0.201, ,0.689, ,0.048, ,0.111,276.2,4.318,4.318,w ,            ,
MT05,TP8516SW,7/19/2016 15:40,7/26/2016 14:25,201607,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,50.3,0.508,0.508,  ,c           ,
MT05,TP8790SW,7/26/2016 14:25,8/2/2016 14:38,201607,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,73.2,1.016,1.016,  ,c           ,
MT05,TP9103SW,8/2/2016 14:38,8/9/2016 16:24,201608,5.64,5.7, ,0.194, ,0.026, ,0.043, ,0.026, ,0.408, ,0.609, ,0.051, ,0.269,831.9,12.192,12.192,w ,            ,
MT05,TP9394SW,8/9/2016 16:24,8/16/2016 18:37,201608,5.45,2, ,0.01, ,0.002, ,0.005,<,0.003, ,0.036, ,0.115, ,0.008, ,0.036,2208.4,33.274,33.274,w ,            ,3/17/2017
MT05,TP9700SW,8/16/2016 18:37,8/23/2016 16:35,201608,5.46,3.9, ,0.122, ,0.019, ,0.018, ,0.004, ,0.164, ,0.321, ,0.019, ,0.314,263.8,3.556,3.556,w ,            ,3/17/2017
MT05,TQ0022SW,8/23/2016 16:35,8/30/2016 18:29,201608,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0.4,0,0,d ,            ,
MT05,TQ0095SW,8/30/2016 18:29,9/6/2016 14:32,201609,5.87,4.5, ,0.193, ,0.022, ,0.04, ,0.016, ,0.319, ,0.491, ,0.037, ,0.215,394.6,6.096,6.096,w ,            ,
MT05,TQ0719SW,9/6/2016 14:32,9/21/2016 1:03,201609,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,3377.7,52.832,52.832,  ,e           ,3/17/2017
MT05,TQ0918SW,9/21/2016 1:03,9/27/2016 15:25,201609,5.31,5.1, ,0.077, ,0.013, ,0.026, ,0.046, ,0.229, ,0.654, ,0.049, ,0.254,152,2.54,2.54,w ,            ,
MT05,TQ1179SW,9/27/2016 15:25,10/4/2016 16:47,201610,5.86,6.9, ,0.164, ,0.016, ,0.032, ,0.081, ,0.577, ,0.582, ,0.054, ,0.346,590.1,9.652,9.652,w ,            ,
MT05,TQ1544SW,10/4/2016 16:47,10/11/2016 18:02,201610,5.51,3, ,0.053, ,0.007, ,0.012, ,0.009, ,0.133, ,0.275, ,0.017, ,0.195,6204.8,97.028,97.028,w ,            ,3/17/2017
MT05,TQ1773SW,10/11/2016 18:02,10/18/2016 18:23,201610,5.65,2.5, ,0.021, ,0.005, ,0.051, ,0.02, ,0.083, ,0.147, ,0.033, ,0.074,3119.1,52.578,52.578,w ,            ,3/17/2017
MT05,TQ2022SW,10/18/2016 18:23,10/25/2016 16:12,201610,5.42,3.5, ,0.031, ,0.005, ,0.017, ,0.017, ,0.13, ,0.258, ,0.023, ,0.144,3102,57.15,57.15,w ,            ,3/17/2017
MT05,TQ2218SW,10/25/2016 16:12,10/31/2016 14:00,201610,5.4,2.8, ,0.017, ,0.002, ,0.009, ,0.01, ,0.081, ,0.156, ,0.011, ,0.096,3134.2,49.022,49.022,w ,            ,3/17/2017
MT05,TQ2467SW,10/31/2016 14:00,11/8/2016 17:35,201611,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,896.1,14.478,14.478,  ,e           ,3/17/2017
MT05,TQ2821SW,11/8/2016 17:35,11/15/2016 20:22,201611,5.36,3, ,0.028, ,0.005, ,0.01, ,0.026, ,0.12, ,0.231, ,0.027, ,0.157,1027.5,22.098,22.098,w ,            ,3/17/2017
MT05,TQ2984SW,11/15/2016 20:22,11/22/2016 20:56,201611,5.52,2.4, ,0.023, ,0.004, ,0.008, ,0.015, ,0.095, ,0.183, ,0.018, ,0.086,2050.6,33.782,33.782,w ,            ,3/17/2017
MT05,TQ3377SW,11/22/2016 20:56,11/30/2016 1:32,201611,5.35,4.2, ,0.055, ,0.007, ,0.011, ,0.021, ,0.208, ,0.453, ,0.04, ,0.294,433.5,8.636,8.636,w ,            ,
MT05,TQ3552SW,11/30/2016 1:32,12/6/2016 17:00,201612,5.27,3, ,0.01, ,0.003, ,0.004, ,0.017, ,0.076, ,0.195, ,0.024, ,0.096,1455.5,31.242,31.242,w ,            ,3/17/2017
MT05,TQ3943SW,12/6/2016 17:00,12/13/2016 16:55,201612,5.38,2.4,<,0.009, ,0.003,<,0.004, ,0.015, ,0.031, ,0.158, ,0.027, ,0.038,653.5,27.686,27.686,w ,            ,3/17/2017
MT05,TQ4066SW,12/13/2016 16:55,12/20/2016 16:40,201612,5.35,2.9, ,0.019, ,0.002, ,0.004, ,0.022, ,0.072, ,0.247, ,0.037, ,0.09,478.1,13.208,13.208,w ,            ,3/17/2017
MT05,TQ4351SW,12/20/2016 16:40,12/27/2016 16:35,201612,5.29,3.3, ,0.051, ,0.006, ,0.008, ,0.034, ,0.046, ,0.298, ,0.047, ,0.099,791.2,21.336,21.336,w ,            ,12/15/2022
MT05,TQ4633SW,12/27/2016 16:35,1/3/2017 16:18,201612,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,604.1,19.558,19.558,  ,u           ,2/16/2023
MT05,TQ4948SW,1/3/2017 16:46,1/10/2017 18:16,201701,5.17,3.2,<,0.009,<,0.002,<,0.004, ,0.006, ,0.032, ,0.361, ,0.01, ,0.025,1396.4,27.178,27.178,w ,            ,2/16/2023
MT05,TQ5263SW,1/10/2017 18:45,1/17/2017 17:45,201701,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0.762,0.762,  ,v           ,
MT05,TQ5442SW,1/17/2017 17:45,1/24/2017 17:15,201701,5.03,5.2, ,0.017, ,0.003, ,0.006, ,0.01, ,0.106, ,0.508, ,0.019, ,0.131,474.2,8.636,8.636,w ,            ,
MT05,TQ5763SW,1/24/2017 17:15,1/31/2017 19:00,201701,4.74,9.5, ,0.044, ,0.004, ,0.007, ,0.021, ,0.055, ,1.173, ,0.043, ,0.058,58.4,1.524,1.524,w ,            ,
MT05,TQ5990SW,1/31/2017 19:00,2/7/2017 19:15,201702,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,-9,-9.99,40.64,  ,pu          ,8/16/2017
MT05,TQ6148SW,2/7/2017 19:15,2/14/2017 13:51,201702,5.34,2.2, ,0.009, ,0.002, ,0.003, ,0.007,<,0.018, ,0.092, ,0.011, ,0.023,1993.6,41.91,41.91,w ,            ,
MT05,TQ6499SW,2/14/2017 13:51,2/21/2017 14:05,201702,5.3,2.4, ,0.011, ,0.002, ,0.002, ,0.005, ,0.037, ,0.188, ,0.012, ,0.037,1846.6,32.512,32.512,w ,            ,
MT05,TQ6753SW,2/21/2017 14:05,3/1/2017 1:50,201702,5.26,3.3, ,0.013, ,0.002, ,0.003, ,0.004, ,0.065, ,0.373, ,0.006, ,0.037,1123.5,22.606,22.606,w ,            ,
MT05,TQ6977SW,3/1/2017 1:50,3/7/2017 15:17,201703,5.33,4.1, ,0.059, ,0.008, ,0.008, ,0.027, ,0.169, ,0.476, ,0.048, ,0.208,1688.7,31.242,31.242,w ,            ,
MT05,TQ7219SW,3/7/2017 15:17,3/14/2017 12:00,201703,5.24,2.9, ,0.016, ,0.003, ,0.004, ,0.007, ,0.066, ,0.233, ,0.015, ,0.053,2276.5,45.466,45.466,w ,            ,
MT05,TQ7523SW,3/14/2017 12:00,3/21/2017 14:33,201703,5.27,2.8, ,0.014, ,0.003, ,0.004, ,0.004, ,0.057, ,0.148, ,0.013, ,0.138,3085.2,50.038,50.038,w ,            ,
MT05,TQ7782SW,3/21/2017 14:33,3/28/2017 17:45,201703,5.67,2.7, ,0.04, ,0.005, ,0.007, ,0.011, ,0.168, ,0.212, ,0.016, ,0.141,1589,25.654,25.654,w ,            ,
MT05,TQ8177SW,3/28/2017 17:45,4/5/2017 0:20,201704,5.66,2.7, ,0.037, ,0.006, ,0.008, ,0.013, ,0.156, ,0.198, ,0.016, ,0.182,1243.6,25.146,25.146,w ,            ,
MT05,TQ8315SW,4/5/2017 0:20,4/11/2017 16:35,201704,5.9,3.8, ,0.106, ,0.012, ,0.015, ,0.062, ,0.293, ,0.409, ,0.054, ,0.253,1396.2,22.352,22.352,w ,            ,
MT05,TQ8635SW,4/11/2017 16:35,4/18/2017 23:30,201704,5.81,3.8, ,0.07, ,0.009, ,0.013, ,0.018, ,0.297, ,0.443, ,0.033, ,0.257,1447.5,24.13,24.13,w ,            ,
MT05,TQ8926SW,4/18/2017 23:30,4/25/2017 16:35,201704,5.88,3.4, ,0.038, ,0.007, ,0.012, ,0.021, ,0.324, ,0.282, ,0.032, ,0.175,2122,32.766,32.766,w ,            ,
MT05,TQ9202SW,4/25/2017 16:35,5/3/2017 1:47,201704,5.49,2.9, ,0.031, ,0.005, ,0.009, ,0.005, ,0.142, ,0.286, ,0.013, ,0.123,2104.2,39.624,39.624,w ,            ,
MT05,TQ9411SW,5/3/2017 1:47,5/9/2017 16:42,201705,5.46,3.7, ,0.054, ,0.013, ,0.054, ,0.018, ,0.231, ,0.455, ,0.046, ,0.208,577.2,9.652,9.652,w ,            ,
MT05,TQ9728SW,5/9/2017 16:42,5/16/2017 19:13,201705,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,367.1,5.842,5.842,  ,c           ,
MT05,TQ9912SW,5/16/2017 19:13,5/23/2017 16:07,201705,-9,-9, ,0.426, ,0.065, ,0.021, ,0.014, ,0.356, ,0.792, ,0.046, ,0.218,33.3,0.762,0.762,wi,            ,
MT05,TR0251SW,5/23/2017 16:07,5/30/2017 13:48,201705,5.35,2.2, ,0.028, ,0.004, ,0.004, ,0.002, ,0.047, ,0.099, ,0.009, ,0.077,828.2,12.954,12.954,w ,            ,
MT05,TR0652SW,5/30/2017 13:48,6/6/2017 21:26,201706,5.19,7.1, ,0.228, ,0.061, ,0.434, ,0.026, ,0.162, ,0.534, ,0.089, ,0.447,559.6,9.398,9.398,w ,            ,
MT05,TR0693SW,6/6/2017 21:26,6/13/2017 17:15,201706,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,850.1,12.954,12.954,  ,c           ,
MT05,TR1029SW,6/13/2017 17:15,6/20/2017 12:27,201706,5.65,3.1, ,0.084, ,0.012, ,0.025, ,0.016, ,0.199, ,0.328, ,0.026, ,0.15,3331.7,58.674,58.674,w ,            ,
MT05,TR1344SW,6/20/2017 12:27,6/28/2017 0:36,201706,5.3,6.7, ,0.108, ,0.022, ,0.166, ,0.053, ,0.305, ,0.668, ,0.079, ,0.292,525.8,7.874,7.874,w ,            ,
MT05,TR1527SW,6/28/2017 0:36,7/4/2017 12:50,201707,5.55,5.3, ,0.205, ,0.036, ,0.077, ,0.043, ,0.195, ,0.62, ,0.06, ,0.317,58.4,1.016,1.016,w ,            ,
MT05,TR1818SW,7/4/2017 12:50,7/11/2017 13:00,201707,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1,0,0,d ,            ,
MT05,TR2128SW,7/11/2017 13:00,7/18/2017 18:50,201707,-9,-9, ,1.593, ,0.298, ,0.532, ,0.279, ,4.572, ,5.535, ,0.529, ,2.405,10.7,0.254,0.254,wi,            ,
MT05,TR2448SW,7/18/2017 18:50,7/25/2017 17:38,201707,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TR2680SW,7/25/2017 17:38,8/1/2017 13:08,201707,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0.5,0,0,d ,            ,
MT05,TR2791SW,8/1/2017 13:08,8/8/2017 16:03,201708,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,96.9,1.016,1.016,  ,c           ,
MT05,TR3032SW,8/8/2017 16:03,8/15/2017 15:12,201708,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,338.2,-9.99,4.981,  ,c           ,
MT05,TR3367SW,8/15/2017 15:12,8/22/2017 12:37,201708,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1.7,-9.99,0.025,t ,            ,9/27/2018
MT05,TR3638SW,8/22/2017 12:37,8/30/2017 0:09,201708,5.5,7.3, ,0.129, ,0.02, ,0.066, ,0.013, ,0.666, ,0.769, ,0.072, ,0.304,137.2,2.032,2.032,w ,            ,
MT05,TR3988SW,8/30/2017 0:09,9/5/2017 15:55,201709,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0.3,0,0,d ,            ,
MT05,TR4159SW,9/5/2017 15:55,9/12/2017 17:12,201709,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TR4321SW,9/12/2017 17:12,9/19/2017 15:32,201709,5.19,-9, ,0.171, ,0.016, ,0.028, ,0.005, ,0.443, ,0.357, ,0.021, ,0.198,689.2,12.192,12.192,w ,            ,12/19/2019
MT05,TR4661SW,9/19/2017 15:32,9/26/2017 23:42,201709,5.8,2.9, ,0.052, ,0.007, ,0.008, ,0.015, ,0.271, ,0.289, ,0.022, ,0.135,1269.6,23.114,23.114,w ,            ,
MT05,TR4893SW,9/26/2017 23:42,10/3/2017 20:09,201709,5.6,3.4, ,0.023, ,0.004, ,0.009, ,0.004, ,0.275, ,0.248, ,0.011, ,0.156,594.5,9.906,9.906,w ,            ,
MT05,TR5096SW,10/3/2017 20:09,10/9/2017 14:55,201710,5.22,3.9, ,0.056, ,0.009, ,0.018, ,0.016, ,0.136, ,0.258, ,0.029, ,0.221,337.2,5.588,5.588,w ,            ,
MT05,TR5629SW,10/9/2017 14:55,10/17/2017 20:25,201710,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1097.4,17.526,17.526,  ,e           ,
MT05,TR5703SW,10/17/2017 20:25,10/24/2017 16:28,201710,5.54,2, ,0.021, ,0.004, ,0.012, ,0.009, ,0.072, ,0.102, ,0.016, ,0.04,2269,51.562,51.562,w ,            ,
MT05,TR5883SW,10/24/2017 16:28,10/31/2017 15:41,201710,5.34,6.1, ,0.261, ,0.029, ,0.082, ,0.043, ,0.22, ,0.853, ,0.062, ,0.218,100.7,1.778,1.778,w ,            ,
MT05,TR6247SW,10/31/2017 15:41,11/7/2017 20:08,201711,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1393.7,33.782,33.782,  ,u           ,
MT05,TR6456SW,11/7/2017 20:08,11/15/2017 1:13,201711,5.07,4.6, ,0.018, ,0.003, ,0.009, ,0.012, ,0.11, ,0.356, ,0.037, ,0.078,658.1,10.922,10.922,w ,            ,
MT05,TR6870SW,11/15/2017 1:40,11/22/2017 23:30,201711,5.46,2.5, ,0.02, ,0.004, ,0.03, ,0.022, ,0.065, ,0.155, ,0.033, ,0.079,2927.4,47.752,47.752,w ,            ,
MT05,TR6930SW,11/22/2017 23:30,11/28/2017 18:54,201711,5.49,2.1, ,0.015, ,0.003, ,0.009, ,0.005, ,0.063, ,0.082, ,0.009, ,0.094,1930.2,36.068,36.068,w ,            ,
MT05,TR7270SW,11/28/2017 18:54,12/5/2017 23:45,201712,5.25,3.3, ,0.021, ,0.003, ,0.005, ,0.009, ,0.089, ,0.31, ,0.019, ,0.138,850.7,-9.99,12.53,w ,            ,
MT05,TR7631SW,12/5/2017 23:45,12/12/2017 14:37,201712,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1.2,-9.99,0.018,t ,            ,
MT05,TR7641SW,12/12/2017 14:37,12/19/2017 15:45,201712,5.45,-9, ,0.015, ,0.002, ,0.003, ,0.01, ,0.059, ,0.13, ,0.014, ,0.05,2035.2,33.782,33.782,w ,            ,12/19/2019
MT05,TR7853SW,12/19/2017 15:45,12/26/2017 17:42,201712,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1831.1,60.96,60.96,  ,u           ,12/19/2019
MT05,TR8043SW,12/26/2017 17:42,1/2/2018 13:30,201712,5.2,-9, ,0.01,<,0.002, ,0.005, ,0.003, ,0.052, ,0.313, ,0.009, ,0.059,1695.6,82.042,82.042,w ,            ,12/19/2019
MT05,TR8404SW,1/2/2018 13:30,1/9/2018 18:30,201801,5.18,-9, ,0.007,<,0.001, ,0.004, ,0.005, ,0.058, ,0.237, ,0.012, ,0.055,1142,20.32,20.32,w ,            ,12/19/2019
MT05,TR8801SW,1/9/2018 18:30,1/16/2018 20:36,201801,5.16,3.5, ,0.017, ,0.002, ,0.006, ,0.011, ,0.059, ,0.445, ,0.017, ,0.043,1678.7,42.926,42.926,w ,            ,
MT05,TR9015SW,1/16/2018 20:36,1/23/2018 18:00,201801,5.29,3.4, ,0.029, ,0.006, ,0.006, ,0.041, ,0.084, ,0.302, ,0.053, ,0.075,420.3,-9.99,6.19,w ,            ,
MT05,TR9254SW,1/23/2018 18:00,1/30/2018 19:53,201801,5.4,2.8, ,0.054, ,0.005, ,0.004, ,0.027, ,0.059, ,0.217, ,0.02, ,0.09,3308.4,61.468,61.468,w ,            ,
MT05,TR9531SW,1/30/2018 19:53,2/7/2018 0:41,201802,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1674.8,45.72,45.72,  ,u           ,
MT05,TR9760SW,2/7/2018 0:41,2/14/2018 2:16,201802,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,445.5,37.084,37.084,  ,u           ,
MT05,TS0154SW,2/14/2018 2:16,2/21/2018 2:16,201802,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,-9,77.724,77.724,  ,v           ,
MT05,TS0411SW,2/21/2018 2:16,3/2/2018 2:52,201802,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0.9,24.638,24.638,  ,ve          ,
MT05,TS0812SW,3/2/2018 2:52,3/7/2018 0:30,201803,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1.8,10.922,10.922,  ,v           ,
MT05,TS0804SW,3/7/2018 0:30,3/13/2018 18:05,201803,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,13.462,13.462,  ,v           ,
MT05,TS1147SW,3/13/2018 18:05,3/20/2018 23:36,201803,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0.3,11.43,11.43,  ,v           ,
MT05,TS1439SW,3/20/2018 23:36,3/27/2018 16:10,201803,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,-9,14.986,14.986,  ,v           ,
MT05,TS1685SW,3/27/2018 16:10,4/3/2018 17:15,201803,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,-9,25.654,25.654,  ,v           ,
MT05,TS1950SW,4/3/2018 17:15,4/10/2018 17:38,201804,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,-9,19.05,19.05,  ,v           ,
MT05,TS2091SW,4/10/2018 17:38,4/17/2018 15:58,201804,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,2184.5,34.544,34.544,  ,u           ,
MT05,TS2333SW,4/17/2018 15:58,4/24/2018 17:38,201804,5.84,5.9, ,0.206, ,0.029, ,0.031, ,0.035, ,0.411, ,1.181, ,0.068, ,0.344,229.6,-9.99,3.381,w ,            ,
MT05,TS2620SW,4/24/2018 17:38,5/1/2018 17:35,201804,6.45,7.6, ,0.302, ,0.033, ,0.031, ,0.104, ,0.755, ,0.67, ,0.077, ,0.474,250.6,3.81,3.81,w ,            ,
MT05,TS2862SW,5/1/2018 17:35,5/8/2018 18:05,201805,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,170.9,-9.99,2.517,  ,c           ,
MT05,TS3242SW,5/8/2018 18:05,5/16/2018 0:23,201805,6.03,7.9, ,0.057, ,0.015, ,0.187, ,0.052, ,0.956, ,0.449, ,0.079, ,0.277,1017.4,15.24,15.24,w ,            ,
MT05,TS3386SW,5/16/2018 0:23,5/22/2018 16:58,201805,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,182.2,3.302,3.302,  ,uc          ,
MT05,TS3539SW,5/22/2018 16:58,5/29/2018 13:46,201805,5.39,3.6, ,0.056, ,0.011, ,0.039, ,0.015, ,0.168, ,0.391, ,0.031, ,0.175,1190,17.78,17.78,w ,            ,
MT05,TT0035SW,5/29/2018 13:46,6/5/2018 15:39,201806,5.12,5.3, ,0.083, ,0.024, ,0.132, ,0.017, ,0.163, ,0.678, ,0.055, ,0.201,980.5,16.256,16.256,w ,            ,
MT05,TT0432SW,6/5/2018 15:39,6/13/2018 3:05,201806,5.51,3.7, ,0.101, ,0.016, ,0.062, ,0.022, ,0.198, ,0.382, ,0.044, ,0.164,1284,20.066,20.066,w ,            ,
MT05,TT0822SW,6/13/2018 3:05,6/26/2018 16:22,201806,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,958.5,13.208,13.208,  ,e           ,
MT05,TT1096SW,6/26/2018 16:22,7/4/2018 2:00,201806,5.9,3.8, ,0.09, ,0.013, ,0.032, ,0.01, ,0.353, ,0.465, ,0.039, ,0.186,371.4,5.842,5.842,w ,            ,
