"dateOn","dateOff","NH4","NO3","subppt","L3w"
2019-05-28 11:00:00,2019-06-04 11:00:00,-9,-9,0,0
2019-06-04 11:00:00,2019-06-11 15:00:00,-9,-9,48.514,1349206.85306886
2019-06-11 15:00:00,2019-06-18 12:00:00,-9,-9,2.794,77703.0124804054
2019-06-18 12:00:00,2019-06-25 16:00:00,-9,-9,42.418,1179673.00765706
2019-06-25 16:00:00,2019-07-02 17:00:00,0.186,0.5,11.938,332003.780598096
2019-07-02 17:00:00,2019-07-09 17:00:00,0.197,0.33,28.448,791157.945255037
2019-07-09 17:00:00,2019-07-16 16:00:00,0.185,0.343,14.986,416770.703303993
2019-07-16 16:00:00,2019-07-23 13:00:00,-9,-9,5.08,141278.204509828
2019-07-23 13:00:00,2019-07-30 13:00:00,-9,-9,0.508,14127.8204509828
2019-07-30 13:00:00,2019-08-06 16:00:00,-9,-9,0,0
2019-08-06 16:00:00,2019-08-13 13:00:00,0.378,0.594,13.716,381451.152176536
2019-08-13 13:00:00,2019-08-20 13:00:00,0.189,0.397,11.684,324939.870372604
2019-08-20 13:00:00,2019-08-27 20:00:00,0.321,0.717,6.096,169533.845411794
2019-08-27 20:00:00,2019-09-03 13:00:00,0.103,0.271,1.778,49447.3715784398
2019-09-03 13:00:00,2019-09-10 13:00:00,0.122,0.268,35.56,988947.431568796
2019-09-10 13:00:00,2019-09-17 16:00:00,0.681,0.946,1.27,35319.551127457
2019-09-17 16:00:00,2019-09-24 16:00:00,0.178,0.338,18.288,508601.536235381
2019-09-24 16:00:00,2019-10-01 21:00:00,0.137,0.392,14.986,416770.703303993
2019-10-01 21:00:00,2019-10-09,-9,-9,27.432,762902.304353071
2019-10-09,2019-10-15 16:00:00,-9,-9,2.54,70639.102254914
2019-10-15 16:00:00,2019-10-22 16:00:00,-9,-9,15.253,424196.152241812
2019-10-22 16:00:00,2019-10-29 18:00:00,-9,-9,9.906,275492.498794165
2019-10-29 18:00:00,2019-11-12 18:00:00,-9,-9,5.08,141278.204509828
2019-11-12 18:00:00,2019-11-19 13:00:00,-9,-9,18.542,515665.446460872
2019-11-19 13:00:00,2019-11-26 13:00:00,-9,-9,22.606,628688.010068735
2019-11-26 13:00:00,2019-12-03 19:00:00,-9,-9,7.366,204853.396539251
2019-12-03 19:00:00,2019-12-10 13:00:00,-9,-9,22.098,614560.189617752
2019-12-10 13:00:00,2019-12-17 12:00:00,-9,-9,19.304,536857.177137346
2019-12-17 12:00:00,2019-12-24 13:00:00,-9,-9,24.638,685199.291872666
2019-12-24 13:00:00,2019-12-31 12:00:00,-9,-9,2.794,77703.0124804054
2019-12-31 12:00:00,2020-01-07 12:00:00,0.045,0.115,51.308,1426909.86554926
2020-01-07 12:00:00,2020-01-14 12:00:00,0.06,0.256,36.322,1010139.16224527
2020-01-14 12:00:00,2020-01-21 12:00:00,0.085,0.691,13.716,381451.152176536
2020-01-21 12:00:00,2020-02-04 12:00:00,-9,-9,47.244,1313887.3019414
2020-02-04 12:00:00,2020-02-11 12:00:00,0.126,0.554,10.414,289620.319245147
2020-02-11 12:00:00,2020-02-18 17:00:00,0.274,0.923,18.034,501537.626009889
2020-02-18 17:00:00,2020-02-25 12:00:00,0.173,0.456,8.12,225822.641854292
2020-02-25 12:00:00,2020-03-03 12:00:00,-9,-9,2.811,78175.7938734501
2020-03-03 12:00:00,2020-03-10 11:00:00,-9,-9,0.802,22304.1574836382
2020-03-10 11:00:00,2020-03-17 12:00:00,0.315,0.558,6.476,180101.900079852
2020-03-17 12:00:00,2020-03-24 12:00:00,0.161,0.431,3.823,106320.192094699
2020-03-24 12:00:00,2020-03-31 17:00:00,0.352,0.478,18.288,508601.536235381
2020-03-31 17:00:00,2020-04-07 16:00:00,0.248,0.454,33.02,918308.329313882
2020-04-07 16:00:00,2020-04-14 18:00:00,-9,-9,0,0
2020-04-14 18:00:00,2020-04-21 18:00:00,0.253,0.493,6.096,169533.845411794
2020-04-21 18:00:00,2020-04-28 15:00:00,0.318,0.482,19.558,543921.087362838
2020-04-28 15:00:00,2020-05-05 15:00:00,0.153,0.204,5.08,141278.204509828
2020-05-05 15:00:00,2020-05-12 15:00:00,0.186,0.361,13.716,381451.152176536
2020-05-12 15:00:00,2020-05-19 15:00:00,0.111,0.205,22.352,621624.099843243
2020-05-19 15:00:00,2020-05-26 18:00:00,0.085,0.163,39.116,1087842.17472568
2020-05-26 18:00:00,2020-06-02 16:00:00,0.268,0.443,19.304,536857.177137346
2020-06-02 16:00:00,2020-06-09 15:00:00,0.078,0.237,48.768,1356270.76329435
2020-06-09 15:00:00,2020-06-16 16:00:00,-9,-9,10.16,282556.409019656
2020-06-16 16:00:00,2020-06-23 16:00:00,0.039,0.193,17.018,473281.985107924
2020-06-23 16:00:00,2020-06-30 16:00:00,0.193,0.35,29.21,812349.675931511
2020-06-30 16:00:00,2020-07-07 16:00:00,0.11,0.317,24.892,692263.202098157
2020-07-07 16:00:00,2020-07-14 17:00:00,0.323,0.521,23.368,649879.740745209
2020-07-14 17:00:00,2020-07-21 16:00:00,0.132,0.449,0.762,21191.7306764742
2020-07-21 16:00:00,2020-07-28 16:00:00,-9,-9,0,0
2020-07-28 16:00:00,2020-08-04 17:00:00,0.905,1.149,1.778,49447.3715784398
2020-08-04 17:00:00,2020-08-11 17:00:00,0.409,0.847,5.08,141278.204509828
2020-08-11 17:00:00,2020-08-18 16:00:00,-9,-9,0,0
2020-08-18 16:00:00,2020-08-25 17:00:00,-9,-9,0,0
2020-08-25 17:00:00,2020-09-01 16:00:00,0.24,0.582,1.016,28255.6409019656
2020-09-01 16:00:00,2020-09-08 17:00:00,-9,-9,0.254,7063.9102254914
2020-09-08 17:00:00,2020-09-15 23:00:00,-9,-9,0,0
2020-09-15 23:00:00,2020-09-29 16:00:00,-9,-9,33.782,939500.059990356
2020-09-29 16:00:00,2020-10-06 16:00:00,-9,-9,0,0
2020-10-06 16:00:00,2020-10-13 18:00:00,0.075,0.141,37.084,1031330.89292174
2020-10-13 18:00:00,2020-10-20 18:00:00,0.105,0.227,69.342,1928447.49155915
2020-10-20 18:00:00,2020-10-27 12:00:00,0.237,0.491,14.478,402642.88285301
2020-10-27 12:00:00,2020-11-03 16:00:00,-9,-9,1.016,28255.6409019656
2020-11-03 16:00:00,2020-11-10 18:00:00,0.09,0.133,52.324,1455165.50645123
2020-11-10 18:00:00,2020-11-17 13:00:00,0.058,0.242,50.038,1391590.31442181
2020-11-17 13:00:00,2020-11-24 22:00:00,0.084,0.194,9.906,275492.498794165
2020-11-24 22:00:00,2020-12-01 12:00:00,0.264,0.707,4.212,117138.542794369
2020-12-01 12:00:00,2020-12-08 19:00:00,-9,-9,0,0
2020-12-08 19:00:00,2020-12-15 18:00:00,0.184,0.775,3.048,84766.9227058968
2020-12-15 18:00:00,2020-12-22 17:00:00,0.058,0.199,46.482,1292695.57126493
2020-12-22 17:00:00,2020-12-29 12:00:00,0.039,0.184,13.97,388515.062402027
2020-12-29 12:00:00,2021-01-05 12:00:00,0.047,0.129,29.21,812349.675931511
2021-01-05 12:00:00,2021-01-12 12:00:00,0.094,0.591,7.62,211917.306764742
2021-01-12 12:00:00,2021-01-19 12:00:00,0.022,0.068,46.736,1299759.48149042
2021-01-19 12:00:00,2021-01-26 17:00:00,-9,-9,0,0
2021-01-26 17:00:00,2021-02-02 12:00:00,0.095,0.386,13.97,388515.062402027
2021-02-02 12:00:00,2021-02-09 12:00:00,0.096,0.312,34.29,953627.880441339
2021-02-09 12:00:00,2021-02-16 12:00:00,0.022,0.216,2.286,63575.1920294226
2021-02-16 12:00:00,2021-02-23 12:00:00,0.14,0.284,22.86,635751.920294226
2021-02-23 12:00:00,2021-03-02 12:00:00,0.116,0.292,13.716,381451.152176536
2021-03-02 12:00:00,2021-03-09 12:00:00,-9,-9,0,0
2021-03-09 12:00:00,2021-03-16 16:00:00,-9,-9,0,0
2021-03-16 16:00:00,2021-03-23 16:00:00,0.327,0.366,10.922,303748.13969613
2021-03-23 16:00:00,2021-03-30 17:00:00,0.121,0.262,12.192,339067.690823587
2021-03-30 17:00:00,2021-04-06 16:00:00,0.13,0.268,3.302,91830.8329313882
2021-04-06 16:00:00,2021-04-13 16:00:00,0.492,0.667,3.556,98894.7431568796
2021-04-13 16:00:00,2021-04-20 16:00:00,0.281,0.414,2.54,70639.102254914
2021-04-20 16:00:00,2021-04-27 16:00:00,0.25,0.288,26.162,727582.753225614
2021-04-27 16:00:00,2021-05-04 17:00:00,0.257,0.345,3.302,91830.8329313882
2021-05-04 17:00:00,2021-05-11 17:00:00,0.253,0.428,8.89,247236.857892199
2021-05-11 17:00:00,2021-05-18 16:00:00,-9,-9,6.858,190725.576088268
2021-05-18 16:00:00,2021-05-25 12:00:00,0.106,0.199,29.972,833541.406607985
2021-05-25 12:00:00,2021-06-01 17:00:00,0.164,0.255,6.35,176597.755637285
2021-06-01 17:00:00,2021-06-08 21:00:00,-9,-9,2.032,56511.2818039312
2021-06-08 21:00:00,2021-06-15 19:00:00,0.364,0.545,39.37,1094906.08495117
2021-06-15 19:00:00,2021-06-22 12:00:00,0.054,0.226,12.192,339067.690823587
2021-06-22 12:00:00,2021-06-29 19:00:00,0.078,0.311,12.446,346131.601049079
2021-06-29 19:00:00,2021-07-07 12:00:00,-9,-9,3.556,98894.7431568796
2021-07-07 12:00:00,2021-07-13 21:00:00,-9,-9,0,0
2021-07-13 21:00:00,2021-07-20 17:00:00,-9,-9,0,0
2021-07-20 17:00:00,2021-07-27 16:00:00,-9,-9,0,0
2021-07-27 16:00:00,2021-08-03 22:00:00,1.054,1.054,2.032,56511.2818039312
2021-08-03 22:00:00,2021-08-10 17:00:00,0.181,0.324,22.86,635751.920294226
2021-08-10 17:00:00,2021-08-17 11:00:00,-9,-9,0,0
2021-08-17 11:00:00,2021-08-24 17:00:00,1.546,1.41,7.874,218981.216990233
2021-08-24 17:00:00,2021-08-31 22:00:00,0.329,0.464,10.414,289620.319245147
2021-08-31 22:00:00,2021-09-07 20:00:00,-9,-9,0,0
2021-09-07 20:00:00,2021-09-14 16:00:00,0.692,0.724,19.558,543921.087362838
2021-09-14 16:00:00,2021-09-21 19:00:00,0.278,0.426,19.558,543921.087362838
2021-09-21 19:00:00,2021-09-28 11:00:00,-9,-9,0,0
2021-09-28 11:00:00,2021-10-05 17:00:00,0.199,0.31,5.08,141278.204509828
2021-10-05 17:00:00,2021-10-12 17:00:00,-9,-9,2.032,56511.2818039312
2021-10-12 17:00:00,2021-10-19 17:00:00,-9,-9,2.032,56511.2818039312
2021-10-19 17:00:00,2021-10-26 18:00:00,0.071,0.163,38.862,1080778.26450018
2021-10-26 18:00:00,2021-11-02 16:00:00,0.06,0.102,56.642,1575251.98028458
2021-11-02 16:00:00,2021-11-09 18:00:00,0.115,0.28,19.558,543921.087362838
2021-11-09 18:00:00,2021-11-16 18:00:00,0.027,0.114,48.514,1349206.85306886
2021-11-16 18:00:00,2021-11-23 18:00:00,0.043,0.233,12.7,353195.51127457
2021-11-23 18:00:00,2021-11-30 18:00:00,0.083,0.159,51.308,1426909.86554926
2021-11-30 18:00:00,2021-12-07 16:00:00,0.046,0.186,38.608,1073714.35427469
2021-12-07 16:00:00,2021-12-14 19:00:00,0.116,0.272,31.75,882988.778186425
2021-12-14 19:00:00,2021-12-21 22:00:00,-9,-9,46.228,1285631.66103943
2021-12-21 22:00:00,2021-12-28 18:00:00,0.132,0.546,38.862,1080778.26450018
2021-12-28 18:00:00,2022-01-04 18:00:00,0.12,0.394,8.636,240172.947666708
2022-01-04 18:00:00,2022-01-11 17:00:00,0.042,0.268,50.038,1391590.31442181
2022-01-11 17:00:00,2022-01-18 15:00:00,0.052,0.183,19.558,543921.087362838
2022-01-18 15:00:00,2022-01-25 17:00:00,0.055,0.151,20.066,558048.907813821
2022-01-25 17:00:00,2022-02-02,0.174,0.797,13.716,381451.152176536
2022-02-02,2022-02-08 16:00:00,0.235,0.976,11.938,332003.780598096
2022-02-08 16:00:00,2022-02-15 17:00:00,0.175,0.388,2.286,63575.1920294226
2022-02-15 17:00:00,2022-02-22 17:00:00,0.122,0.242,57.658,1603507.62118655
2022-02-22 17:00:00,2022-03-01 17:00:00,0.016,0.066,70.866,1970830.9529121
2022-03-01 17:00:00,2022-03-08 23:00:00,0.114,0.174,51.308,1426909.86554926
2022-03-08 23:00:00,2022-03-15 17:00:00,0.144,0.327,16.256,452090.25443145
2022-03-15 17:00:00,2022-03-22 22:00:00,0.207,0.3,10.16,282556.409019656
2022-03-22 22:00:00,2022-03-29 17:00:00,0.552,0.69,1.27,35319.551127457
2022-03-29 17:00:00,2022-04-05 16:00:00,0.175,0.273,14.732,409706.793078501
2022-04-05 16:00:00,2022-04-12 16:00:00,0.098,0.23,5.842,162469.935186302
2022-04-12 16:00:00,2022-04-19 16:00:00,0.199,0.3,13.208,367323.331725553
2022-04-19 16:00:00,2022-04-26 15:00:00,0.165,0.244,6.858,190725.576088268
2022-04-26 15:00:00,2022-05-03 22:00:00,0.295,0.438,2.794,77703.0124804054
2022-05-03 22:00:00,2022-05-10 16:00:00,0.207,0.225,33.528,932436.149764865
2022-05-10 16:00:00,2022-05-17 23:00:00,-9,-9,3.556,98894.7431568796
2022-05-17 23:00:00,2022-05-24 17:00:00,0.124,0.173,17.272,480345.895333415
2022-05-24 17:00:00,2022-05-31 22:00:00,0.143,0.19,23.368,649879.740745209
2022-05-31 22:00:00,2022-06-07 15:00:00,0.205,0.247,25.908,720518.843000123
2022-06-07 15:00:00,2022-06-14 16:00:00,0.064,0.15,103.632,2882075.37200049
2022-06-14 16:00:00,2022-06-21 16:00:00,0.071,0.19,68.58,1907255.76088268
2022-06-21 16:00:00,2022-06-28 16:00:00,-9,-9,0,0
2022-06-28 16:00:00,2022-07-05 17:00:00,0.243,0.525,12.7,353195.51127457
2022-07-05 17:00:00,2022-07-12 19:00:00,0.946,3.865,0.762,21191.7306764742
2022-07-12 19:00:00,2022-07-19 17:00:00,-9,-9,5.588,155406.024960811
2022-07-19 17:00:00,2022-07-26 17:00:00,0.267,0.284,2.286,63575.1920294226
2022-07-26 17:00:00,2022-08-02 17:00:00,-9,-9,0,0
2022-08-02 17:00:00,2022-08-09 16:00:00,-9,-9,0,0
2022-08-09 16:00:00,2022-08-16 16:00:00,-9,-9,0.254,7063.9102254914
2022-08-16 16:00:00,2022-08-23 17:00:00,-9,-9,0.508,14127.8204509828
2022-08-23 17:00:00,2022-08-30 15:00:00,0.199,0.357,7.366,204853.396539251
2022-08-30 15:00:00,2022-09-06 18:00:00,-9,-9,0,0
2022-09-06 18:00:00,2022-09-13 16:00:00,-9,-9,0.508,14127.8204509828
2022-09-13 16:00:00,2022-09-20 16:00:00,-9,-9,0,0
2022-09-20 16:00:00,2022-09-27 16:00:00,0.093,0.164,24.13,671071.471421683
2022-09-27 16:00:00,2022-10-04 16:00:00,-9,-9,4.318,120086.473833354
2022-10-04 16:00:00,2022-10-18 18:00:00,-9,-9,2.286,63575.1920294226
2022-10-18 18:00:00,2022-10-25 16:00:00,0.283,0.403,31.75,882988.778186425
2022-10-25 16:00:00,2022-11-01 16:00:00,0.109,0.206,22.098,614560.189617752
2022-11-01 16:00:00,2022-11-08 16:00:00,0.1,0.31,49.53,1377462.49397082
2022-11-08 16:00:00,2022-11-16 16:00:00,0.014,0.998,1.27,35319.551127457
2022-11-16 16:00:00,2022-11-22 17:00:00,0.554,1.001,0.254,7063.9102254914
2022-11-22 17:00:00,2022-11-29 16:00:00,0.092,0.395,18.796,522729.356686364
2022-11-29 16:00:00,2022-12-06 21:00:00,0.031,0.205,21.59,600432.369166769
2022-12-06 21:00:00,2022-12-13 17:00:00,0.18,0.566,3.81,105958.653382371
2022-12-13 17:00:00,2022-12-20 17:00:00,0.043,0.581,13.97,388515.062402027
2022-12-20 17:00:00,2022-12-27 21:00:00,0.014,0.173,78.232,2175684.34945135
2022-12-27 21:00:00,2023-01-03 19:00:00,0.045,0.206,13.716,381451.152176536
2023-01-03 19:00:00,2023-01-10 19:00:00,0.072,0.349,3.81,105958.653382371
2023-01-10 19:00:00,2023-01-17 20:00:00,0.063,0.238,5.08,141278.204509828
2023-01-17 20:00:00,2023-01-24 16:00:00,0.146,0.785,1.016,28255.6409019656
2023-01-24 16:00:00,2023-01-31 18:00:00,0.06,0.218,5.842,162469.935186302
2023-01-31 18:00:00,2023-02-07 19:00:00,0.15,1.029,5.334,148342.114735319
2023-02-07 19:00:00,2023-02-14 18:00:00,0.073,0.221,10.668,296684.229470639
2023-02-14 18:00:00,2023-02-21 20:00:00,0.144,0.267,41.402,1151417.3667551
2023-02-21 20:00:00,2023-03-01 18:00:00,0.091,0.321,12.954,360259.421500061
2023-03-01 18:00:00,2023-03-08 01:00:00,-9,-9,7.62,211917.306764742
2023-03-08 01:00:00,2023-03-28 17:00:00,-9,-9,4.251,118223.158931354
2023-03-28 17:00:00,2023-04-04 16:00:00,0.153,0.279,1.778,49447.3715784398
2023-04-04 16:00:00,2023-04-11 21:00:00,0.208,0.336,6.858,190725.576088268
2023-04-11 21:00:00,2023-04-18 16:00:00,0.257,0.478,3.556,98894.7431568796
2023-04-18 16:00:00,2023-04-25 16:00:00,0.293,0.496,16.764,466218.074882432
2023-04-25 16:00:00,2023-05-02 16:00:00,-9,-9,0,0
2023-05-02 16:00:00,2023-05-09 20:00:00,-9,-9,25.908,720518.843000123
2023-05-09 20:00:00,2023-05-23 22:00:00,-9,-9,5.842,162469.935186302
2023-05-23 22:00:00,2023-05-30 22:00:00,0.247,0.427,7.366,204853.396539251
2023-05-30 22:00:00,2023-06-06 21:00:00,-9,-9,0.508,14127.8204509828
2023-06-06 21:00:00,2023-06-13 22:00:00,0.018,0.271,13.208,367323.331725553
2023-06-13 22:00:00,2023-06-20 18:00:00,0.206,0.411,34.036,946563.970215848
2023-06-20 18:00:00,2023-07-04 22:00:00,-9,-9,2.794,77703.0124804054
2023-07-04 22:00:00,2023-07-11 14:00:00,-9,-9,1.016,28255.6409019656
2023-07-11 14:00:00,2023-07-18 17:00:00,1.243,1.938,0.762,21191.7306764742
2023-07-18 17:00:00,2023-07-25 19:00:00,-9,-9,0.254,7063.9102254914
2023-07-25 19:00:00,2023-08-01 22:00:00,-9,-9,0,0
2023-08-01 22:00:00,2023-08-08 21:00:00,-9,-9,0,0
2023-08-08 21:00:00,2023-08-15 17:00:00,0.239,0.415,7.366,204853.396539251
2023-08-15 17:00:00,2023-08-22 20:00:00,0.031,0.076,26.67,741710.573676597
2023-08-22 21:00:00,2023-08-29 22:00:00,-9,-9,26.416,734646.663451106
2023-08-29 22:00:00,2023-09-05 20:00:00,0.049,0.123,62.484,1737721.91547088
2023-09-05 20:00:00,2023-09-12 17:00:00,0.248,0.77,0.508,14127.8204509828
2023-09-12 17:00:00,2023-09-19 18:00:00,-9,-9,0,0
2023-09-19 18:00:00,2023-09-26 21:00:00,0.249,0.556,5.588,155406.024960811
2023-09-26 21:00:00,2023-10-03 19:00:00,0.16,0.347,27.94,777030.124804054
2023-10-03 19:00:00,2023-10-10 17:00:00,-9,-9,0,0
2023-10-10 17:00:00,2023-10-17 16:00:00,-9,-9,17.526,487409.805558907
2023-10-17 16:00:00,2023-10-24 21:00:00,0.194,0.629,17.272,480345.895333415
2023-10-24 21:00:00,2023-10-31 17:00:00,0.061,0.418,1.524,42383.4613529484
2023-10-31 17:00:00,2023-11-07 17:00:00,0.025,0.163,70.104,1949639.22223563
2023-11-07 17:00:00,2023-11-14 18:00:00,0.166,0.363,10.668,296684.229470639
